mood_score,stress_level,energy_level,sleep_hours,sleep_quality,focus_level,motivation_level,restlessness_level,work_study_pressure,physical_activity_minutes,hydration_cups,social_withdrawal,burnout_score,burnout_risk,stress_score,stress_class,mood_wellbeing_score,mood_class
3,2,2,6.8,1,4,2,4,5,84,5,5,52.1,moderate,80.86,high,23.14,low
3,2,2,5.8,2,1,3,3,2,116,12,3,58.71,moderate,56.85,moderate,17.2,low
5,5,2,8.1,2,2,2,5,3,70,5,4,77.8,elevated,65.11,moderate,14.81,low
2,5,5,6.5,5,4,3,3,5,116,9,5,46.35,moderate,76.43,high,61.12,neutral
5,2,1,4.7,1,5,5,4,2,48,5,5,50.33,moderate,51.08,moderate,53.17,neutral
2,4,5,10.1,1,1,2,5,4,81,5,3,71.08,elevated,95.79,high,31.65,low
3,5,4,6.8,3,5,3,1,4,61,8,2,30.9,mild,30.35,mild,63.69,neutral
3,4,3,6.7,3,5,5,2,2,106,1,1,29.6,mild,10.07,low,77.65,good
5,1,3,6.1,3,5,1,2,5,78,4,2,9.59,low,35.49,mild,39.14,low
3,4,5,8.9,1,2,2,1,3,53,1,4,55.35,moderate,53.72,moderate,31.54,low
2,1,4,5.9,3,4,3,4,2,29,2,4,30.04,mild,56.3,moderate,53.53,neutral
1,5,2,4.0,5,1,3,1,2,37,9,1,60.85,moderate,15.86,low,51.78,neutral
2,1,1,5.6,1,1,2,2,2,9,2,3,75.34,elevated,41.98,mild,24.5,low
5,5,4,9.2,4,1,4,1,3,18,2,5,61.12,moderate,48.5,mild,57.6,neutral
1,1,1,8.3,1,3,3,4,2,61,7,5,46.39,moderate,57.9,moderate,31.36,low
5,3,1,6.3,2,4,2,4,2,3,4,5,42.45,mild,46.36,mild,37.4,low
3,2,5,9.3,5,1,3,3,4,57,1,5,54.24,moderate,48.69,mild,66.96,good
1,5,3,8.1,2,1,5,3,5,5,12,1,57.19,moderate,70.85,high,48.38,neutral
2,2,4,6.3,3,2,5,3,4,19,12,4,52.05,moderate,67.51,moderate,50.65,neutral
3,4,2,6.5,2,1,2,1,3,83,7,3,78.61,elevated,51.2,moderate,20.29,low
2,1,1,7.4,4,5,1,2,4,3,6,3,48.48,moderate,38.92,mild,28.04,low
1,3,1,5.3,3,1,1,5,3,40,10,4,81.11,elevated,59.91,moderate,5.65,low
4,5,2,6.8,3,2,3,1,2,23,12,5,60.8,moderate,39.08,mild,44.3,neutral
4,5,1,7.4,5,2,4,4,4,6,1,3,52.82,moderate,56.84,moderate,58.1,neutral
1,2,3,3.8,3,2,1,1,1,25,1,4,55.89,moderate,19.26,low,44.2,neutral
2,2,2,6.5,3,5,3,1,5,13,4,3,37.47,mild,44.06,mild,49.08,neutral
2,3,3,6.3,5,2,2,2,3,9,3,4,61.29,moderate,43.43,mild,56.95,neutral
4,3,3,8.7,3,3,5,2,5,80,11,5,35.74,mild,62.93,moderate,48.62,neutral
4,3,2,3.5,5,3,4,2,1,15,6,5,48.15,moderate,10.97,low,69.84,good
4,1,3,6.1,4,2,3,5,3,113,10,2,45.41,moderate,50.23,moderate,55.74,neutral
5,4,1,5.9,5,3,3,5,3,58,8,5,48.12,moderate,50.48,moderate,39.97,low
4,2,2,8.5,3,1,1,4,2,49,9,3,41.7,mild,56.31,moderate,42.75,neutral
2,2,5,6.7,3,3,3,1,3,105,12,3,33.42,mild,59.81,moderate,74.92,good
1,5,5,10.0,1,1,2,5,4,94,7,1,64.92,moderate,79.65,high,38.36,low
4,4,3,8.0,1,3,1,5,5,50,10,3,63.36,moderate,71.11,high,21.35,low
5,2,5,6.1,1,2,2,1,5,117,3,2,32.93,mild,60.54,moderate,41.54,neutral
5,5,3,7.2,4,2,4,2,2,64,3,1,32.56,mild,27.13,low,61.45,neutral
2,2,1,6.2,2,1,3,4,5,85,7,5,69.01,moderate,91.62,high,15.94,low
2,3,5,8.3,2,5,5,1,3,117,11,1,35.72,mild,40.6,mild,80.44,good
1,2,3,4.4,4,1,2,1,3,87,0,4,52.19,moderate,57.53,moderate,41.54,neutral
1,1,4,5.3,2,1,4,4,1,71,6,4,31.92,mild,56.75,moderate,42.71,neutral
3,3,4,7.6,1,1,3,2,4,74,2,4,61.49,moderate,65.17,moderate,34.2,low
3,3,2,9.0,3,5,5,3,5,79,11,5,44.75,mild,77.02,high,41.97,neutral
2,5,4,2.8,3,2,5,4,2,118,6,1,74.45,elevated,46.37,mild,70.07,good
2,2,3,9.3,1,3,4,3,5,84,0,1,50.34,moderate,68.69,moderate,45.64,neutral
5,5,2,6.5,2,4,3,4,1,36,0,5,52.46,moderate,41.09,mild,43.27,neutral
3,4,2,3.4,2,1,3,1,5,2,8,1,62.06,moderate,44.11,mild,40.34,neutral
5,1,4,2.5,4,1,4,1,2,94,3,2,31.6,mild,45.95,mild,58.59,neutral
5,4,2,4.0,2,1,5,2,3,59,0,4,82.49,elevated,65.3,moderate,38.06,low
2,3,1,6.8,1,4,2,2,1,50,1,3,48.41,moderate,9.41,low,22.65,low
2,2,5,6.7,2,5,5,2,5,113,2,2,45.89,moderate,62.44,moderate,83.18,good
5,3,2,7.9,3,4,5,4,3,18,4,2,37.01,mild,43.98,mild,62.84,neutral
4,2,4,5.8,4,5,1,1,5,4,9,5,49.57,moderate,57.92,moderate,63.39,neutral
2,4,4,4.8,1,5,2,1,2,89,11,3,34.54,mild,34.48,mild,68.91,good
4,3,5,6.1,5,2,2,2,1,111,6,5,50.12,moderate,14.77,low,62.11,neutral
3,3,4,6.9,2,1,3,2,4,100,12,3,51.31,moderate,59.8,moderate,38.31,low
5,2,4,7.2,2,1,2,1,1,105,10,4,29.27,mild,23.95,low,32.14,low
2,2,5,5.4,1,4,2,1,4,104,2,2,51.54,moderate,38.23,mild,46.22,neutral
5,3,5,8.4,2,4,1,3,1,82,9,1,31.65,mild,35.4,mild,56.15,neutral
5,3,1,5.7,3,5,1,1,1,111,3,3,29.72,mild,19.72,low,26.01,low
1,2,4,5.2,4,3,3,1,4,41,12,4,25.97,mild,59.07,moderate,51.38,neutral
1,3,1,5.8,4,5,2,5,4,90,11,3,74.39,elevated,54.47,moderate,36.84,low
3,2,5,8.7,3,5,3,1,1,11,0,5,26.48,mild,11.47,low,83.15,good
1,3,1,6.6,1,5,2,1,1,63,2,4,47.25,moderate,30.85,mild,33.01,low
2,1,2,5.5,2,5,2,1,5,35,5,3,41.86,mild,45.05,mild,41.27,neutral
3,3,1,8.5,4,1,5,3,1,113,9,3,54.94,moderate,30.99,mild,64.91,neutral
5,4,4,10.7,4,4,5,4,2,52,7,2,32.19,mild,44.41,mild,62.55,neutral
5,5,1,7.2,3,5,2,4,5,25,1,5,66.17,moderate,65.9,moderate,38.94,low
1,4,1,9.0,3,2,1,4,3,68,8,1,64.41,moderate,47.77,mild,26.55,low
5,4,3,8.7,3,5,5,1,1,9,8,1,16.53,low,0.0,low,89.63,good
1,1,5,5.7,5,2,4,2,5,15,12,4,47.41,moderate,65.63,moderate,75.49,good
4,2,3,6.8,3,2,3,4,2,52,3,1,46.03,moderate,39.43,mild,44.19,neutral
5,4,3,4.5,3,4,4,4,4,76,0,3,44.38,mild,67.4,moderate,55.01,neutral
5,5,4,6.4,2,1,2,2,4,70,9,1,51.89,moderate,59.83,moderate,29.32,low
2,3,3,5.7,3,3,3,5,2,6,9,4,54.43,moderate,64.52,moderate,43.57,neutral
5,5,2,6.1,4,5,2,5,2,82,6,1,50.37,moderate,34.37,mild,51.48,neutral
1,2,3,5.5,5,1,4,4,3,6,8,2,64.61,moderate,47.43,mild,57.93,neutral
3,1,1,6.3,4,1,1,4,2,98,2,3,45.73,moderate,37.66,mild,30.07,low
3,1,2,7.8,4,5,3,5,1,4,1,2,28.58,mild,24.15,low,70.66,good
2,3,4,6.6,4,4,5,4,4,3,5,2,41.2,mild,54.67,moderate,68.52,good
1,4,2,3.4,1,3,1,3,4,62,11,1,65.57,moderate,56.94,moderate,33.91,low
4,2,1,5.5,2,3,1,2,4,97,6,1,36.12,mild,53.9,moderate,26.39,low
2,4,1,4.1,2,5,5,2,4,92,8,1,56.38,moderate,60.75,moderate,43.29,neutral
4,4,5,7.2,4,4,5,5,3,72,12,2,38.63,mild,44.03,mild,77.8,good
3,2,2,7.7,4,5,3,2,5,21,3,1,38.31,mild,30.03,mild,55.43,neutral
2,2,1,7.3,1,1,1,4,5,115,6,3,65.89,moderate,78.13,high,0.0,low
5,4,4,5.4,1,3,3,3,5,2,8,5,49.38,moderate,65.93,moderate,32.43,low
1,4,3,7.2,3,4,2,2,1,42,1,4,52.09,moderate,36.54,mild,45.16,neutral
4,1,3,6.0,5,1,3,3,1,91,5,2,30.14,mild,28.93,low,52.4,neutral
4,2,5,4.8,1,3,1,1,3,74,7,3,44.8,mild,41.24,mild,40.08,neutral
2,3,2,8.1,5,1,5,4,4,95,3,4,55.32,moderate,56.03,moderate,59.59,neutral
2,3,3,8.3,1,5,4,1,2,92,2,5,46.83,moderate,24.78,low,38.89,low
1,1,4,8.5,2,4,4,1,1,113,5,3,40.47,mild,30.88,mild,70.89,good
5,5,4,5.7,4,1,3,2,1,62,11,1,44.83,mild,41.23,mild,66.23,good
5,2,2,8.9,4,3,2,3,3,99,5,5,45.16,moderate,36.04,mild,32.05,low
2,2,4,5.9,5,1,5,2,5,18,10,3,28.57,mild,66.73,moderate,62.64,neutral
1,1,4,8.0,1,5,2,5,3,21,8,1,50.74,moderate,52.68,moderate,46.51,neutral
1,5,1,5.9,1,1,2,5,4,6,1,2,81.72,elevated,90.75,high,11.13,low
1,2,1,6.4,3,4,5,2,1,24,11,3,40.53,mild,6.95,low,64.3,neutral
5,5,4,2.5,3,1,1,5,2,13,7,5,55.52,moderate,70.03,high,38.84,low
5,3,1,6.3,2,1,1,1,4,99,7,5,72.89,elevated,56.46,moderate,8.7,low
1,5,5,7.0,4,5,4,1,3,59,9,1,20.32,low,26.82,low,73.46,good
4,1,1,6.1,2,2,2,2,1,53,0,4,52.92,moderate,37.04,mild,31.07,low
1,1,5,10.0,5,1,3,5,2,77,3,5,48.86,moderate,56.64,moderate,54.25,neutral
2,5,4,4.7,1,4,3,3,4,43,10,4,49.23,moderate,65.52,moderate,44.03,neutral
3,5,3,5.8,4,2,5,4,4,69,8,4,73.57,elevated,78.08,high,57.54,neutral
4,3,2,5.2,3,3,4,4,5,0,5,4,59.82,moderate,72.51,high,37.77,low
5,1,2,5.8,1,5,3,3,2,86,6,3,13.61,low,50.8,moderate,48.2,neutral
1,5,4,8.7,4,4,3,5,5,105,8,4,60.54,moderate,76.29,high,74.35,good
1,2,4,9.5,1,2,4,5,5,4,6,3,65.32,moderate,95.55,high,46.99,neutral
2,5,2,5.5,3,2,2,3,2,9,5,5,81.75,elevated,40.42,mild,45.26,neutral
2,5,3,5.5,4,2,1,4,2,16,7,2,58.87,moderate,49.92,mild,45.34,neutral
5,5,5,4.7,1,4,3,4,5,73,3,4,37.45,mild,83.01,high,50.87,neutral
4,4,2,9.2,2,4,5,3,2,92,7,1,53.45,moderate,26.32,low,63.71,neutral
2,4,4,8.8,2,3,1,1,3,99,8,3,57.37,moderate,39.4,mild,48.57,neutral
5,3,1,6.6,5,2,1,2,5,94,9,5,33.89,mild,78.75,high,31.9,low
3,1,5,4.3,2,1,5,5,2,69,8,2,40.6,mild,58.66,moderate,62.72,neutral
3,2,1,4.4,5,5,5,2,5,84,5,4,47.18,moderate,47.2,mild,49.03,neutral
3,4,2,7.1,3,4,1,4,1,33,8,3,47.04,moderate,37.27,mild,28.0,low
1,5,3,7.8,5,4,2,5,2,90,9,1,46.55,moderate,28.67,low,61.44,neutral
5,3,2,3.1,5,1,4,4,2,22,4,1,40.55,mild,45.59,mild,43.99,neutral
1,4,1,6.2,2,2,4,2,3,116,6,1,57.24,moderate,40.77,mild,44.99,neutral
1,1,4,9.7,3,2,4,5,2,5,8,3,47.63,moderate,59.53,moderate,67.71,good
2,3,1,6.4,4,3,5,1,5,114,8,2,54.0,moderate,45.9,mild,50.48,neutral
2,3,5,9.5,1,4,3,4,4,55,6,5,37.71,mild,90.62,high,61.19,neutral
1,5,1,8.0,4,5,5,2,4,77,3,4,59.56,moderate,42.3,mild,60.07,neutral
1,2,2,4.8,3,3,3,4,4,19,11,1,59.35,moderate,57.3,moderate,42.21,neutral
4,2,5,6.3,1,2,3,3,4,38,7,3,43.02,mild,76.4,high,48.83,neutral
5,2,1,6.6,5,3,4,3,4,104,7,4,34.01,mild,37.58,mild,40.6,neutral
1,1,1,5.1,2,4,3,2,4,1,6,4,65.79,moderate,71.49,high,27.58,low
2,3,4,5.1,5,2,4,3,4,23,9,1,56.29,moderate,39.37,mild,52.85,neutral
3,4,1,9.5,2,3,5,5,5,76,3,1,59.41,moderate,86.29,high,32.64,low
5,5,5,5.0,3,4,5,5,1,97,12,3,38.39,mild,55.55,moderate,95.87,good
4,5,3,8.7,2,3,3,3,3,52,0,5,63.74,moderate,52.4,moderate,31.55,low
4,1,5,6.0,5,3,1,5,1,10,0,1,37.69,mild,26.8,low,54.09,neutral
3,2,2,6.8,5,4,4,5,1,17,6,1,25.43,mild,25.26,low,58.56,neutral
3,2,1,7.8,4,2,2,4,5,107,11,1,42.05,mild,67.63,moderate,21.93,low
1,2,5,5.7,5,1,2,3,3,26,0,2,48.54,moderate,35.72,mild,60.9,neutral
5,5,4,7.8,4,4,5,1,4,70,8,5,28.68,mild,40.55,mild,68.61,good
5,1,5,3.1,2,3,3,3,4,113,5,5,24.92,low,68.0,moderate,51.91,neutral
1,1,2,7.6,5,2,4,2,1,45,0,2,25.56,mild,6.82,low,54.7,neutral
4,5,3,2.5,3,1,2,1,3,8,4,4,68.19,moderate,42.09,mild,35.45,low
1,5,3,6.4,2,5,4,5,1,98,8,1,64.87,moderate,37.11,mild,62.52,neutral
4,2,3,8.3,1,4,4,2,2,95,8,3,27.36,mild,39.92,mild,54.42,neutral
5,2,2,7.9,4,2,5,4,1,78,11,4,28.89,mild,30.84,mild,72.85,good
1,3,2,4.5,2,4,1,5,4,109,12,5,71.91,elevated,77.05,high,23.77,low
3,3,4,4.7,4,3,3,3,1,93,0,5,38.43,mild,30.16,mild,61.07,neutral
1,5,1,5.6,1,2,3,4,3,83,11,1,66.65,moderate,72.64,high,6.52,low
3,3,2,7.1,4,2,3,4,2,40,0,3,49.72,moderate,42.28,mild,46.67,neutral
5,1,2,3.1,4,1,5,3,5,7,12,1,32.6,mild,76.7,high,32.95,low
1,3,1,6.8,3,5,1,5,4,87,10,1,52.92,moderate,40.01,mild,34.91,low
2,3,1,7.4,4,5,3,5,2,102,12,1,42.1,mild,37.08,mild,51.64,neutral
5,3,3,6.3,5,5,2,2,2,84,0,5,35.9,mild,31.0,mild,68.13,good
2,3,1,7.7,5,2,5,5,4,79,0,2,39.47,mild,56.61,moderate,42.92,neutral
1,5,2,7.2,3,5,2,1,4,86,12,4,58.37,moderate,35.18,mild,45.72,neutral
3,5,3,5.8,5,2,2,1,3,33,3,4,44.6,mild,34.14,mild,56.41,neutral
3,2,5,3.3,5,5,1,3,1,14,4,5,32.26,mild,35.15,mild,62.06,neutral
4,2,1,7.0,1,1,3,4,1,76,3,3,54.07,moderate,39.49,mild,30.13,low
2,4,3,5.1,2,2,1,3,4,114,2,5,69.64,moderate,76.57,high,30.76,low
5,3,1,5.8,4,3,3,4,3,16,0,3,60.98,moderate,53.39,moderate,38.67,low
3,3,3,7.7,3,5,2,2,5,8,1,4,48.17,moderate,51.01,moderate,60.13,neutral
2,1,3,9.4,1,2,3,5,1,85,11,4,54.72,moderate,55.92,moderate,42.62,neutral
5,2,4,6.7,3,3,4,5,1,51,0,3,36.04,mild,42.98,mild,49.86,neutral
5,4,3,7.8,2,5,4,1,4,109,11,2,35.81,mild,53.96,moderate,69.16,good
3,5,5,4.2,4,3,1,3,5,57,2,1,49.71,moderate,62.0,moderate,47.74,neutral
1,4,1,7.2,3,4,1,2,4,63,7,1,58.58,moderate,32.55,mild,38.38,low
3,2,1,6.7,1,3,2,4,1,7,3,3,46.57,moderate,41.0,mild,29.61,low
3,1,1,9.0,1,1,3,3,1,115,11,2,39.51,mild,33.87,mild,7.12,low
1,1,2,5.8,2,2,5,2,5,40,0,2,50.92,moderate,47.01,mild,49.84,neutral
4,2,1,6.4,1,3,1,2,3,53,9,4,38.85,mild,42.5,mild,17.23,low
5,3,1,8.7,5,1,1,2,3,76,12,1,37.43,mild,36.71,mild,27.57,low
1,5,2,6.6,2,2,4,1,5,103,5,3,58.6,moderate,71.07,high,36.62,low
4,5,5,4.8,4,5,5,1,2,96,5,3,32.67,mild,30.76,mild,97.31,good
1,1,5,11.0,1,1,5,4,2,93,1,5,43.78,mild,58.32,moderate,48.88,neutral
4,4,1,4.9,3,2,3,5,4,12,11,1,55.86,moderate,60.44,moderate,39.16,low
3,2,5,6.7,5,4,1,3,5,10,12,5,42.56,mild,48.97,mild,43.59,neutral
1,1,2,7.4,4,3,3,5,2,100,6,4,40.11,mild,24.44,low,47.87,neutral
5,3,3,7.3,2,2,3,1,1,110,8,4,34.23,mild,27.35,low,55.68,neutral
1,1,2,6.5,4,1,3,5,1,75,9,4,37.55,mild,54.51,moderate,46.48,neutral
3,2,3,6.5,3,5,3,3,1,110,4,4,27.04,mild,26.01,low,62.72,neutral
1,3,4,6.4,2,3,3,4,2,38,0,3,67.92,moderate,38.05,mild,51.35,neutral
5,2,4,4.8,5,3,4,1,3,42,1,3,22.32,low,24.19,low,68.85,good
4,3,3,10.7,5,1,1,4,3,20,11,2,35.46,mild,49.73,mild,29.22,low
5,3,4,6.4,3,2,1,2,2,96,10,5,43.93,mild,49.39,mild,37.76,low
3,4,4,7.9,1,1,1,5,4,80,1,2,58.38,moderate,75.57,high,17.31,low
3,1,1,6.2,3,5,3,4,5,27,10,3,47.29,moderate,69.53,moderate,29.25,low
4,1,2,6.2,3,4,3,5,2,120,11,2,33.42,mild,45.08,mild,62.18,neutral
4,3,1,6.0,5,3,4,5,4,3,7,2,52.88,moderate,59.3,moderate,32.49,low
5,2,4,4.0,4,4,3,4,3,93,5,5,37.93,mild,47.26,mild,68.75,good
1,4,3,6.5,2,1,3,2,4,25,12,1,58.86,moderate,49.11,mild,30.36,low
4,1,4,6.1,3,5,5,2,1,94,11,5,28.54,mild,14.69,low,70.82,good
1,3,3,8.9,1,3,4,5,4,58,5,5,45.57,moderate,85.9,high,30.69,low
2,5,2,4.6,3,3,4,4,4,28,6,2,55.74,moderate,59.53,moderate,37.37,low
5,1,1,5.8,3,5,2,5,4,6,12,2,34.33,mild,27.14,low,42.13,neutral
2,2,5,5.2,3,1,1,4,5,75,11,1,40.32,mild,76.92,high,44.46,neutral
4,5,2,9.4,3,3,5,4,4,19,8,4,54.09,moderate,74.15,high,47.39,neutral
3,3,1,5.2,3,1,3,1,5,54,8,4,55.24,moderate,56.28,moderate,48.91,neutral
2,1,2,7.8,4,3,1,5,4,115,9,5,58.46,moderate,70.86,high,28.12,low
2,2,5,8.5,3,2,3,2,3,107,3,2,38.42,mild,40.89,mild,62.23,neutral
3,4,2,6.5,1,3,1,2,5,59,11,2,60.52,moderate,44.72,mild,17.26,low
4,5,5,4.3,4,4,5,1,4,88,3,4,41.72,mild,61.77,moderate,74.56,good
4,2,3,4.3,4,2,3,1,3,99,10,2,29.45,mild,35.36,mild,50.74,neutral
5,3,5,8.3,4,1,4,2,3,73,10,2,37.9,mild,43.23,mild,74.31,good
5,4,4,4.5,4,1,3,5,2,25,3,1,57.95,moderate,45.71,mild,58.82,neutral
4,1,1,7.5,1,4,1,5,4,98,10,5,40.8,mild,72.34,high,24.07,low
4,2,3,7.0,5,3,4,3,3,10,11,3,44.27,mild,40.34,mild,57.76,neutral
2,4,3,7.5,5,5,4,2,1,63,6,4,30.33,mild,3.62,low,81.22,good
3,1,2,7.6,1,5,2,2,3,94,7,4,32.2,mild,60.42,moderate,40.69,neutral
1,4,3,5.1,2,1,4,5,5,69,6,3,75.82,elevated,94.81,high,38.97,low
2,3,1,5.0,2,4,2,1,2,42,0,2,57.2,moderate,34.6,mild,32.09,low
5,5,4,8.1,5,1,4,1,4,50,7,2,40.01,mild,38.29,mild,56.19,neutral
3,1,5,5.7,5,1,4,1,3,55,8,3,24.73,low,29.35,low,76.31,good
1,5,1,2.5,2,4,1,5,2,90,7,1,84.88,elevated,62.27,moderate,34.73,low
4,2,3,8.0,4,3,2,1,2,120,6,3,26.32,mild,29.39,low,49.55,neutral
5,1,4,4.9,2,5,1,5,5,94,6,1,39.43,mild,67.03,moderate,47.62,neutral
5,4,1,7.6,1,1,4,1,1,38,6,2,57.22,moderate,20.92,low,46.84,neutral
2,3,2,9.3,2,3,2,3,4,13,12,4,50.25,moderate,49.52,mild,27.61,low
3,5,2,6.8,1,2,4,5,5,57,5,1,63.09,moderate,80.5,high,19.99,low
3,1,1,8.6,5,5,3,1,1,103,2,1,32.05,mild,0.0,low,53.49,neutral
2,1,5,7.1,4,4,1,2,4,76,0,2,38.01,mild,50.38,moderate,54.34,neutral
2,3,3,9.7,1,4,5,4,4,38,11,4,61.54,moderate,79.84,high,47.68,neutral
2,5,4,4.9,3,2,4,5,2,10,2,5,53.29,moderate,61.97,moderate,54.21,neutral
5,3,3,6.8,2,5,2,5,1,30,5,1,37.82,mild,34.51,mild,51.87,neutral
4,4,5,8.0,3,5,5,1,5,86,9,2,30.58,mild,33.02,mild,78.57,good
5,5,5,6.5,5,4,4,4,1,81,2,1,49.05,moderate,30.83,mild,90.93,good
5,5,4,8.9,5,3,5,2,5,54,3,1,47.24,moderate,45.48,mild,68.41,good
5,3,2,6.0,5,5,1,3,4,40,8,5,43.65,mild,53.11,moderate,53.37,neutral
1,4,3,10.5,2,4,1,5,5,21,8,3,75.65,elevated,89.92,high,37.77,low
5,3,5,10.6,1,1,1,5,2,117,3,4,54.97,moderate,65.92,moderate,40.68,neutral
1,4,3,7.3,1,5,3,1,1,52,7,4,52.29,moderate,16.4,low,51.47,neutral
3,3,3,7.8,1,1,4,3,4,92,9,3,45.32,moderate,90.75,high,36.57,low
3,3,1,8.9,4,4,5,2,2,55,2,4,52.43,moderate,35.84,mild,65.03,good
2,3,5,4.7,4,2,5,4,3,68,5,2,33.82,mild,50.47,moderate,71.65,good
1,4,4,4.4,5,5,3,5,3,77,3,3,56.43,moderate,59.67,moderate,62.66,neutral
1,4,2,9.1,1,4,4,2,2,43,12,2,47.46,moderate,35.07,mild,44.59,neutral
5,5,3,7.3,2,5,2,1,4,113,4,3,46.49,moderate,44.28,mild,43.48,neutral
2,4,3,6.4,4,4,1,1,3,55,11,2,56.1,moderate,22.34,low,42.21,neutral
2,1,1,6.8,4,3,1,1,4,92,11,4,32.11,mild,42.59,mild,53.21,neutral
5,3,5,2.5,3,5,1,2,4,110,2,5,45.29,moderate,53.03,moderate,40.13,neutral
1,2,5,6.5,1,2,4,5,4,46,12,5,42.7,mild,76.01,high,39.9,low
5,1,5,5.4,3,3,3,2,2,28,0,5,25.78,mild,43.42,mild,69.02,good
5,1,2,8.5,1,2,4,3,4,117,5,4,29.63,mild,63.53,moderate,28.3,low
3,3,2,8.6,3,1,1,4,2,95,2,4,59.14,moderate,59.14,moderate,21.94,low
1,5,1,7.8,5,5,5,4,5,95,0,4,57.66,moderate,53.79,moderate,59.16,neutral
1,3,4,7.5,1,3,4,2,5,114,7,5,60.23,moderate,54.02,moderate,56.26,neutral
2,3,2,4.1,1,1,5,1,3,3,7,1,65.28,moderate,55.63,moderate,43.06,neutral
3,1,5,7.9,4,5,4,1,1,114,7,1,10.97,low,10.45,low,97.88,good
1,4,5,7.9,1,5,2,2,5,14,5,3,63.19,moderate,79.49,high,39.67,low
3,1,1,9.0,5,4,4,1,3,17,10,4,43.84,mild,29.33,low,52.15,neutral
1,5,5,10.6,4,2,4,3,5,26,6,5,59.41,moderate,73.16,high,64.71,neutral
3,5,1,3.8,3,5,1,4,1,13,6,1,72.35,elevated,35.39,mild,55.54,neutral
1,5,3,6.1,2,4,1,4,2,10,5,1,62.97,moderate,51.17,moderate,34.28,low
4,2,3,5.5,2,2,4,5,2,15,2,5,39.72,mild,73.17,high,35.12,low
1,1,5,7.1,2,2,1,2,5,58,8,2,48.28,moderate,64.58,moderate,44.48,neutral
1,2,4,6.8,5,5,1,4,3,45,10,1,38.23,mild,33.45,mild,61.93,neutral
1,4,5,6.4,4,5,1,5,1,41,3,4,38.84,mild,43.04,mild,57.5,neutral
5,2,3,8.6,2,4,4,1,4,20,6,5,27.04,mild,50.28,moderate,44.02,neutral
1,5,5,4.8,1,1,5,4,1,117,11,5,75.35,elevated,47.7,mild,54.64,neutral
3,1,5,4.9,3,2,3,1,3,40,2,5,39.41,mild,34.11,mild,63.92,neutral
3,1,5,5.0,4,2,1,3,5,57,5,1,53.61,moderate,57.81,moderate,46.58,neutral
3,2,3,6.2,4,3,3,5,3,17,3,1,39.16,mild,51.39,moderate,62.37,neutral
4,4,2,4.6,2,5,3,3,3,25,4,5,48.93,moderate,76.4,high,43.66,neutral
5,4,5,6.7,3,5,3,3,1,28,5,4,18.46,low,26.84,low,78.56,good
2,2,4,6.5,1,2,3,4,3,117,11,2,55.47,moderate,62.2,moderate,46.23,neutral
5,4,5,5.4,3,1,3,3,5,21,0,2,54.3,moderate,65.59,moderate,48.02,neutral
2,4,3,8.4,4,2,2,4,5,62,4,5,61.19,moderate,78.67,high,42.16,neutral
5,3,5,6.7,2,2,5,5,5,65,11,5,38.44,mild,88.95,high,45.01,neutral
3,3,4,8.7,2,5,3,1,2,8,1,5,49.48,moderate,26.39,low,58.82,neutral
4,1,4,6.4,3,1,2,3,1,42,6,3,31.23,mild,28.85,low,44.94,neutral
5,2,1,6.8,5,5,1,5,2,9,2,4,38.77,mild,35.12,mild,42.8,neutral
4,3,3,5.8,4,4,4,2,2,21,7,1,26.92,mild,15.93,low,75.05,good
5,1,4,6.8,5,1,2,3,1,81,9,5,23.3,low,32.16,mild,47.23,neutral
3,3,4,8.1,1,4,2,4,4,68,8,2,53.23,moderate,64.34,moderate,35.85,low
1,1,5,6.1,5,3,3,5,3,59,7,5,28.78,mild,51.98,moderate,65.13,good
3,4,2,7.7,1,1,3,2,4,25,9,1,58.04,moderate,70.95,high,17.7,low
1,1,2,5.3,2,2,5,5,1,75,6,5,56.73,moderate,67.35,moderate,54.06,neutral
5,1,5,8.2,3,2,3,4,4,109,7,3,30.13,mild,61.68,moderate,52.71,neutral
2,4,5,5.8,2,2,4,1,1,102,1,3,52.61,moderate,20.34,low,59.39,neutral
2,2,1,8.3,5,3,4,5,4,20,0,4,62.35,moderate,60.65,moderate,34.24,low
2,2,2,6.9,5,4,5,2,5,82,2,3,47.21,moderate,45.36,mild,65.76,good
4,2,5,9.5,3,1,1,2,2,29,7,5,37.6,mild,46.49,mild,48.04,neutral
3,2,1,4.7,3,1,2,3,2,104,5,1,51.14,moderate,40.4,mild,23.35,low
5,4,4,4.1,4,4,4,3,3,57,4,4,45.27,moderate,38.1,mild,67.34,good
3,4,1,5.7,4,3,1,3,3,89,5,2,54.19,moderate,43.01,mild,22.72,low
2,2,1,4.3,3,2,3,1,3,65,12,1,45.59,moderate,35.53,mild,37.68,low
1,4,4,4.3,5,2,3,5,1,81,4,4,52.05,moderate,41.83,mild,72.55,good
1,4,4,7.9,1,1,5,2,2,113,5,4,73.94,elevated,50.56,moderate,71.79,good
2,3,3,6.8,2,5,5,1,3,16,6,1,34.79,mild,28.62,low,68.81,good
5,3,5,5.9,1,5,1,3,4,109,10,4,51.85,moderate,61.99,moderate,50.7,neutral
3,5,2,6.1,1,3,2,4,4,58,9,5,63.41,moderate,71.41,high,26.64,low
5,3,3,5.7,1,2,4,1,4,17,12,4,59.56,moderate,62.94,moderate,29.73,low
